TestName,TestType,TestStage,TestTime,TestHumidity,DayTemperature,NightTemperature,TestLight,Nitrogen,Phosphorus,Potassium
Potato,Loamy,Tuber Initiation,17,84,26,11,9,53,135,185
Potato,Loamy,Tuber Initiation,19,88,20,12,10,74,116,301
Potato,Loamy,Tuber Initiation,20,80,23,12,8,105,126,163
Potato,Loamy,Tuber Initiation,19,86,22,13,10,79,146,123
Potato,Loamy,Tuber Initiation,15,82,22,13,8,72,158,289
Potato,Loamy,Tuber Initiation,19,82,21,14,9,70,170,267
Potato,Loamy,Tuber Initiation,17,85,24,12,10,57,96,201
Potato,Loamy,Tuber Initiation,19,84,20,16,9,72,112,157
Potato,Loamy,Tuber Initiation,20,80,25,13,10,114,142,212
Potato,Loamy,Tuber Initiation,19,85,18,16,8,118,130,185
Potato,Loamy,Tuber Initiation,17,83,20,10,9,80,165,270
Potato,Loamy,Tuber Initiation,15,88,20,15,10,110,91,174
Potato,Loamy,Tuber Initiation,20,80,20,14,9,75,163,186
Potato,Loamy,Tuber Initiation,18,80,26,13,10,66,101,249
Potato,Loamy,Tuber Initiation,21,88,20,16,9,106,133,171
Potato,Loamy,Tuber Initiation,20,88,20,17,9,119,130,130
Potato,Loamy,Tuber Bulking,55,86,23,18,9,122,157,292
Potato,Loamy,Tuber Bulking,49,81,22,14,9,89,153,244
Potato,Loamy,Tuber Bulking,50,84,23,18,9,86,143,289
Potato,Loamy,Tuber Bulking,48,89,19,14,10,124,155,221
Potato,Loamy,Tuber Bulking,49,87,18,12,9,120,100,241
Potato,Loamy,Tuber Bulking,52,81,18,13,8,51,152,167
Potato,Loamy,Tuber Bulking,53,84,18,17,8,77,132,176
Potato,Loamy,Tuber Bulking,53,85,22,15,10,67,157,167
Potato,Loamy,Tuber Bulking,46,88,25,15,8,87,98,198
Potato,Loamy,Tuber Bulking,46,91,18,12,8,70,144,139
Potato,Loamy,Tuber Bulking,54,88,22,10,10,112,109,272
Potato,Loamy,Tuber Bulking,55,86,19,17,8,84,163,178
Potato,Loamy,Tuber Bulking,46,87,26,13,8,54,156,140
Potato,Loamy,Tuber Bulking,46,84,22,13,8,68,163,177
Potato,Loamy,Tuber Bulking,52,82,21,16,9,71,116,143
Potato,Loamy,Tuber Bulking,49,88,21,15,8,59,169,215
Potato,Loamy,Tuber Bulking,52,85,25,14,8,74,159,239
Potato,Loamy,Tuber Bulking,53,81,18,13,8,105,130,219
Potato,Loamy,Tuber Bulking,50,87,26,16,10,56,134,240
Potato,Loamy,Tuber Bulking,46,86,23,12,9,59,152,183
Potato,Loamy,Tuber Bulking,45,88,22,15,8,73,165,150
Potato,Loamy,Tuber Bulking,46,86,24,14,8,118,153,205
Potato,Loamy,Tuber Bulking,46,87,26,14,8,121,127,189
Potato,Loamy,Tuber Bulking,54,90,18,15,9,91,167,204
Potato,Loamy,Tuber Bulking,47,80,25,13,8,112,99,120
Potato,Loamy,Tuber Bulking,50,86,23,13,8,53,124,134
Potato,Loamy,Tuber Bulking,51,90,26,16,8,68,141,143
Potato,Loamy,Tuber Bulking,46,89,22,13,8,73,127,200
Potato,Loamy,Tuber Bulking,49,80,27,18,10,77,109,138
Potato,Loamy,Tuber Bulking,49,86,24,14,8,55,168,231
Potato,Loamy,Tuber Bulking,48,88,24,14,9,57,105,261
Potato,Loamy,Tuber Bulking,47,85,26,12,8,103,151,130
Potato,Loamy,Tuber Bulking,55,89,23,18,10,74,166,134
Potato,Loamy,Tuber Bulking,51,86,18,14,9,59,149,286
Potato,Loamy,Tuber Bulking,53,87,24,12,9,112,150,143
Potato,Loamy,Tuber Bulking,52,90,22,14,8,125,150,211
Potato,Loamy,Tuber Bulking,52,83,19,12,8,110,130,279
Potato,Loamy,Tuber Bulking,52,84,24,17,10,98,103,287
Potato,Loamy,Tuber Bulking,51,88,18,14,10,83,124,293
Potato,Loamy,Tuber Bulking,55,82,18,17,9,85,139,194
Potato,Loamy,Tuber Bulking,51,84,22,18,10,79,125,261
Potato,Loamy,Tuber Bulking,45,86,20,18,10,106,102,288
Potato,Loamy,Tuber Bulking,52,87,23,10,8,67,129,134
Potato,Loamy,Tuber Bulking,53,79,27,18,9,87,97,122
Potato,Loamy,Tuber Bulking,51,80,27,14,8,51,167,120
Potato,Loamy,Tuber Bulking,47,81,19,12,10,70,153,132
Potato,Loamy,Tuber Bulking,55,90,27,12,10,56,132,162
Potato,Loamy,Tuber Bulking,53,81,27,15,8,76,98,183
Potato,Loamy,Tuber Bulking,49,80,19,17,9,97,149,208
Potato,Loamy,Tuber Bulking,47,84,27,14,10,61,163,185
Potato,Loamy,Tuber Bulking,46,87,25,14,9,110,102,181
Potato,Loamy,Tuber Bulking,49,86,21,16,10,70,138,249
Potato,Loamy,Tuber Bulking,55,86,23,17,10,116,117,153
Potato,Loamy,Tuber Bulking,46,83,23,13,10,119,104,193
Potato,Loamy,Tuber Bulking,45,84,20,14,9,89,154,194
Potato,Loamy,Tuber Bulking,53,87,19,17,8,116,125,273
Potato,Loamy,Tuber Bulking,51,80,21,12,9,125,112,128
Potato,Loamy,Tuber Bulking,47,83,18,18,8,105,106,178
Potato,Loamy,Tuber Bulking,47,88,21,14,10,53,98,159
Potato,Loamy,Tuber Bulking,51,90,25,12,9,71,168,127
Potato,Loamy,Tuber Bulking,52,86,21,17,8,110,155,289
Potato,Loamy,Tuber Bulking,55,90,27,18,8,102,110,283
Potato,Loamy,Tuber Bulking,48,85,21,12,8,118,154,191
Potato,Loamy,Tuber Bulking,53,90,21,13,8,121,137,248
Potato,Loamy,Tuber Bulking,47,89,18,13,8,64,148,170
Potato,Loamy,Tuber Bulking,54,83,19,16,10,120,153,261
Potato,Loamy,Tuber Bulking,51,87,24,17,10,102,135,234
Potato,Loamy,Tuber Bulking,51,89,25,14,8,77,145,280
Potato,Loamy,Tuber Bulking,50,90,23,13,9,109,135,291
Potato,Loamy,Tuber Bulking,53,90,18,17,9,118,116,248
Potato,Loamy,Tuber Bulking,55,84,22,13,8,76,161,183
Potato,Loamy,Tuber Bulking,46,82,22,13,8,65,155,172
Potato,Loamy,Tuber Bulking,49,80,27,17,8,76,101,233
Potato,Loamy,Tuber Bulking,55,85,26,16,8,88,159,220
Potato,Loamy,Tuber Bulking,48,90,19,17,10,72,137,301
Potato,Loamy,Tuber Bulking,55,78,20,12,8,65,134,186
Potato,Loamy,Tuber Bulking,55,86,20,14,10,77,118,198
Potato,Loamy,Tuber Bulking,46,87,18,14,9,58,148,202
Potato,Loamy,Tuber Bulking,47,87,24,12,10,116,126,299
Potato,Loamy,Tuber Bulking,48,89,24,18,8,113,113,229
Potato,Loamy,Tuber Bulking,53,83,22,16,8,76,142,271
Potato,Loamy,Tuber Bulking,49,86,22,17,8,122,129,239
Potato,Loamy,Tuber Bulking,46,83,24,14,9,67,120,286
Potato,Loamy,Tuber Bulking,55,80,25,17,9,59,170,137
Potato,Loamy,Tuber Bulking,47,82,22,17,9,114,107,244
Potato,Loamy,Tuber Bulking,54,86,22,12,8,82,148,160
Potato,Loamy,Tuber Bulking,47,88,24,17,10,108,95,194
Potato,Loamy,Tuber Bulking,53,83,23,17,9,105,100,143
Potato,Loamy,Tuber Bulking,49,81,21,16,9,82,168,139
Potato,Loamy,Tuber Bulking,55,89,20,16,9,56,129,190
Potato,Loamy,Tuber Bulking,47,84,21,16,8,105,167,178
Potato,Loamy,Tuber Bulking,45,89,26,18,8,62,102,229
Potato,Loamy,Tuber Bulking,48,81,22,15,9,118,147,228
Potato,Loamy,Tuber Bulking,52,84,24,18,9,65,144,258
Potato,Loamy,Tuber Bulking,52,90,22,17,8,73,146,151
Potato,Loamy,Tuber Bulking,45,89,21,15,9,114,153,231
Potato,Loamy,Tuber Bulking,51,80,18,13,9,78,117,139
Potato,Loamy,Tuber Bulking,50,86,25,16,8,114,153,247
Potato,Loamy,Tuber Bulking,55,82,18,12,9,57,140,280
Potato,Loamy,Tuber Bulking,48,81,24,18,9,63,99,234
Potato,Loamy,Tuber Bulking,49,89,19,12,10,70,163,151
Potato,Loamy,Tuber Bulking,50,81,19,15,9,110,152,305
Potato,Loamy,Tuber Bulking,49,85,19,18,9,91,162,172
Potato,Loamy,Tuber Bulking,48,80,24,12,9,51,138,146
Potato,Loamy,Tuber Bulking,48,90,18,13,9,84,136,221
Potato,Loamy,Tuber Bulking,46,87,21,13,10,124,118,182
Potato,Loamy,Tuber Bulking,47,85,25,16,10,120,156,180
Potato,Loamy,Tuber Bulking,53,87,24,17,9,95,132,123
Potato,Loamy,Tuber Bulking,49,89,27,13,9,78,120,171
Potato,Loamy,Tuber Bulking,53,84,24,17,10,90,119,140
Potato,Loamy,Tuber Bulking,50,82,25,17,8,105,103,162
Potato,Loamy,Tuber Bulking,55,82,20,16,9,97,168,184
Potato,Loamy,Tuber Bulking,45,82,23,17,10,117,185,238
Potato,Loamy,Tuber Bulking,45,83,25,13,8,117,136,132
Potato,Loamy,Tuber Bulking,47,84,18,12,10,89,135,211
Potato,Loamy,Tuber Bulking,50,85,18,13,10,92,132,300
Potato,Loamy,Tuber Bulking,47,81,23,16,10,77,98,208
Potato,Loamy,Tuber Bulking,49,90,24,17,10,101,165,285
Potato,Loamy,Tuber Bulking,50,90,18,12,9,108,131,177
Potato,Loamy,Tuber Bulking,50,90,18,13,9,68,133,168
Potato,Loamy,Tuber Bulking,51,86,26,17,8,106,105,242
Potato,Loamy,Tuber Bulking,46,83,22,16,10,89,130,241
Potato,Loamy,Tuber Bulking,49,80,23,17,8,70,122,177
Potato,Loamy,Tuber Bulking,48,80,27,16,8,100,147,262
Potato,Loamy,Tuber Bulking,47,81,18,12,10,119,137,219
Potato,Loamy,Tuber Bulking,52,83,25,18,8,104,125,262
Potato,Loamy,Tuber Bulking,48,82,24,14,9,121,178,153
Potato,Loamy,Tuber Bulking,45,83,20,18,9,73,124,175
Potato,Loamy,Tuber Bulking,50,83,19,14,9,64,154,176
Potato,Loamy,Tuber Bulking,48,89,27,16,9,73,170,219
Potato,Loamy,Tuber Bulking,50,80,19,16,10,58,115,212
Potato,Loamy,Tuber Bulking,45,87,27,13,9,86,152,153
Potato,Loamy,Tuber Bulking,49,82,20,16,9,113,113,288
Potato,Loamy,Tuber Bulking,48,81,26,15,9,56,141,217
Potato,Loamy,Tuber Bulking,46,85,20,14,10,91,113,155
Potato,Loamy,Tuber Bulking,54,85,19,15,8,80,153,234
Potato,Loamy,Tuber Bulking,54,86,24,18,10,60,170,206
Potato,Loamy,Tuber Bulking,51,81,19,15,10,93,160,270
Potato,Loamy,Tuber Bulking,54,82,26,17,8,63,98,131
Potato,Loamy,Tuber Bulking,53,89,24,16,9,92,142,252
Potato,Loamy,Tuber Bulking,48,81,25,17,8,85,87,272
Potato,Loamy,Tuber Bulking,48,86,24,16,8,88,95,132
Potato,Loamy,Tuber Bulking,49,81,22,16,9,96,126,217
Potato,Loamy,Tuber Bulking,48,79,27,18,8,58,151,277
Potato,Loamy,Tuber Bulking,48,83,18,16,9,122,124,156
Potato,Loamy,Tuber Bulking,51,89,21,14,9,64,148,141
Potato,Loamy,Tuber Bulking,52,84,18,13,10,106,109,221
Potato,Loamy,Tuber Bulking,51,88,20,16,8,76,120,125
Potato,Loamy,Tuber Bulking,52,89,20,16,8,61,166,177
Potato,Loamy,Tuber Bulking,51,81,27,13,8,116,169,295
Potato,Loamy,Tuber Bulking,50,87,18,16,10,75,153,186
Potato,Loamy,Tuber Bulking,55,83,27,12,9,91,149,131
Potato,Loamy,Tuber Bulking,48,81,22,16,10,111,144,177
Potato,Loamy,Tuber Bulking,48,86,22,16,9,105,114,218
Potato,Loamy,Tuber Bulking,51,81,27,15,8,83,168,143
Potato,Loamy,Tuber Bulking,52,87,24,17,8,105,138,273
Potato,Loamy,Tuber Bulking,43,87,25,17,8,66,168,221
Potato,Loamy,Tuber Bulking,54,86,20,12,10,124,136,120
Potato,Loamy,Tuber Bulking,54,82,20,13,9,57,154,255
Potato,Loamy,Tuber Bulking,55,81,25,18,8,101,100,187
Potato,Loamy,Tuber Bulking,53,85,20,17,10,68,104,154
Potato,Loamy,Tuber Bulking,55,82,21,14,8,100,115,207
Potato,Loamy,Tuber Bulking,55,84,25,16,8,57,111,289
Potato,Loamy,Tuber Bulking,52,89,24,18,8,114,122,303
Potato,Loamy,Tuber Bulking,48,87,19,12,8,96,96,158
Potato,Loamy,Tuber Bulking,54,89,19,12,9,70,135,139
Potato,Loamy,Tuber Bulking,52,80,26,14,10,65,162,218
Potato,Loamy,Tuber Bulking,45,81,26,17,9,55,149,288
Potato,Loamy,Tuber Bulking,52,82,26,12,9,56,151,146
Potato,Loamy,Tuber Bulking,47,81,24,13,10,125,110,170
Potato,Loamy,Tuber Bulking,46,84,27,12,10,109,97,293
Potato,Loamy,Tuber Bulking,51,84,25,13,9,55,163,236
Potato,Loamy,Tuber Bulking,55,80,19,12,7,66,138,201
Potato,Loamy,Tuber Bulking,46,85,27,15,9,86,140,289
Potato,Loamy,Tuber Bulking,53,84,22,17,10,89,160,248
Potato,Loamy,Tuber Bulking,45,87,21,17,8,74,123,300
Potato,Loamy,Tuber Bulking,45,88,18,14,9,119,158,252
Potato,Loamy,Tuber Bulking,52,83,24,13,9,92,120,301
Potato,Loamy,Tuber Bulking,51,87,21,12,9,121,135,173
Potato,Loamy,Tuber Bulking,45,83,27,14,10,134,102,240
Potato,Loamy,Tuber Bulking,55,89,21,15,8,119,103,241
Potato,Loamy,Tuber Bulking,49,86,27,14,9,86,162,209
Potato,Loamy,Tuber Bulking,49,81,27,14,10,63,123,285
Potato,Loamy,Tuber Bulking,45,86,20,13,10,71,155,278
Potato,Loamy,Tuber Bulking,45,89,18,16,10,104,137,220
Potato,Loamy,Tuber Bulking,48,85,22,16,10,124,129,187
Potato,Loamy,Tuber Bulking,47,82,27,14,9,94,143,226
Potato,Loamy,Tuber Bulking,47,82,19,15,9,111,144,291
Potato,Loamy,Tuber Bulking,51,89,19,16,8,57,127,174
Potato,Loamy,Tuber Bulking,49,82,25,13,9,91,162,291
Potato,Loamy,Tuber Bulking,55,88,24,14,8,66,107,178
Potato,Loamy,Tuber Bulking,45,83,19,15,9,119,163,186
Potato,Loamy,Tuber Bulking,52,83,26,17,10,101,168,300
Potato,Loamy,Tuber Bulking,52,85,26,12,9,72,159,220
Potato,Loamy,Tuber Bulking,46,80,21,15,10,57,143,156
Potato,Loamy,Tuber Bulking,51,86,21,16,10,110,151,218
Potato,Loamy,Tuber Bulking,46,82,21,11,9,124,99,136
Potato,Loamy,Tuber Bulking,51,85,23,14,8,117,134,225
Potato,Loamy,Tuber Bulking,48,84,19,12,9,64,112,187
Potato,Loamy,Tuber Bulking,50,85,27,18,8,55,97,242
Potato,Loamy,Tuber Bulking,51,83,25,13,10,99,160,120
Potato,Loamy,Tuber Bulking,54,80,25,13,9,55,155,209
Potato,Loamy,Tuber Bulking,48,86,20,12,9,83,149,261
Potato,Loamy,Tuber Bulking,54,88,21,17,10,124,154,133
Potato,Loamy,Tuber Bulking,48,86,24,16,10,63,142,206
Potato,Loamy,Tuber Bulking,49,90,19,13,8,77,157,170
Potato,Loamy,Tuber Bulking,50,83,26,14,10,105,168,300
Potato,Loamy,Tuber Bulking,49,92,19,17,8,116,126,242
Potato,Loamy,Tuber Bulking,46,82,21,15,8,119,122,222
Potato,Loamy,Tuber Bulking,54,86,23,14,8,79,120,276
Potato,Loamy,Tuber Bulking,53,89,22,14,8,72,131,195
Potato,Loamy,Tuber Bulking,51,85,18,18,10,99,103,181
Potato,Loamy,Tuber Bulking,52,82,24,17,10,64,157,198
Potato,Loamy,Tuber Bulking,53,80,21,14,8,78,142,279
Potato,Loamy,Tuber Bulking,48,81,26,12,9,92,130,235
Potato,Loamy,Tuber Bulking,51,81,24,16,9,70,134,302
Potato,Loamy,Tuber Bulking,48,80,23,16,8,75,152,197
Potato,Loamy,Tuber Bulking,54,85,21,17,10,78,112,219
Potato,Loamy,Tuber Bulking,52,80,23,15,8,110,137,301
Potato,Loamy,Tuber Bulking,51,80,18,16,8,50,155,182
Potato,Loamy,Tuber Bulking,49,81,22,17,10,106,121,268
Potato,Loamy,Tuber Bulking,46,82,19,18,8,90,143,124
Potato,Loamy,Tuber Bulking,53,85,25,14,9,109,105,174
Potato,Loamy,Tuber Bulking,50,83,27,12,8,50,164,243
Potato,Loamy,Tuber Bulking,52,88,20,13,10,72,105,255
Potato,Loamy,Tuber Bulking,50,84,19,13,9,86,151,285
Potato,Loamy,Tuber Bulking,47,89,24,16,8,53,132,193
Potato,Loamy,Tuber Bulking,54,90,20,13,9,57,133,303
Potato,Loamy,Tuber Bulking,46,82,18,12,8,125,103,167
Potato,Loamy,Tuber Bulking,47,89,24,12,9,102,140,236
Potato,Loamy,Tuber Bulking,49,89,24,12,7,58,129,209
Potato,Loamy,Tuber Bulking,47,86,22,16,10,109,163,163
Potato,Loamy,Tuber Bulking,53,80,27,12,8,87,137,134
Potato,Loamy,Tuber Bulking,51,82,20,18,8,69,155,296
Potato,Loamy,Tuber Bulking,47,81,23,16,8,68,144,272
Potato,Loamy,Tuber Bulking,51,83,25,14,9,76,113,160
Potato,Loamy,Tuber Bulking,53,82,19,13,9,77,106,258
Potato,Loamy,Tuber Bulking,44,84,21,17,10,74,104,247
Potato,Loamy,Tuber Bulking,52,83,19,13,8,57,153,179
Potato,Loamy,Tuber Bulking,47,90,20,17,9,51,137,122
Potato,Loamy,Tuber Bulking,53,89,27,17,10,79,112,241
Potato,Loamy,Tuber Bulking,46,86,21,17,10,103,168,141
Potato,Loamy,Tuber Bulking,45,87,23,17,10,118,170,219
Potato,Loamy,Tuber Bulking,48,86,26,14,10,64,96,286
Potato,Loamy,Tuber Bulking,52,82,25,16,8,66,136,133
Potato,Loamy,Tuber Bulking,55,83,26,13,9,115,128,176
Potato,Loamy,Tuber Bulking,53,90,23,15,8,92,160,251
Potato,Loamy,Tuber Bulking,52,82,20,13,9,100,137,263
Potato,Loamy,Tuber Bulking,49,82,27,14,10,62,151,256
Potato,Loamy,Tuber Bulking,46,82,25,15,10,93,154,172
Potato,Loamy,Tuber Bulking,55,83,21,17,9,77,124,287
Potato,Loamy,Tuber Bulking,46,89,25,17,10,66,134,132
Potato,Loamy,Tuber Bulking,51,89,24,12,10,119,124,206
Potato,Loamy,Tuber Bulking,45,88,19,18,8,68,119,293
Potato,Loamy,Tuber Bulking,48,88,27,17,8,95,106,291
Potato,Loamy,Tuber Bulking,52,89,18,16,8,110,142,262
Potato,Loamy,Tuber Bulking,51,85,24,17,10,86,119,287
Potato,Loamy,Tuber Bulking,53,88,23,15,8,74,99,249
Potato,Loamy,Tuber Bulking,45,87,20,18,8,89,154,276
Potato,Loamy,Tuber Bulking,51,85,20,17,10,92,99,129
Potato,Loamy,Tuber Bulking,55,81,19,18,9,102,168,234
Potato,Loamy,Tuber Bulking,47,89,26,13,10,83,144,154
Potato,Loamy,Tuber Bulking,51,81,22,14,8,92,134,280
Potato,Loamy,Tuber Bulking,50,86,18,12,8,79,97,128
Potato,Loamy,Tuber Bulking,50,83,25,16,8,117,101,154
Potato,Loamy,Tuber Bulking,50,85,22,18,9,82,155,294
Potato,Loamy,Tuber Bulking,52,89,18,14,10,85,137,154
Potato,Loamy,Tuber Bulking,50,80,21,16,9,105,123,245
Potato,Loamy,Tuber Bulking,52,86,22,14,10,108,170,214
Potato,Loamy,Tuber Bulking,54,82,25,16,10,77,109,284
Potato,Loamy,Tuber Bulking,51,90,19,18,8,76,163,277
Potato,Loamy,Tuber Bulking,51,80,18,17,9,70,136,225
Potato,Loamy,Tuber Bulking,55,88,19,16,10,69,163,262
Potato,Loamy,Tuber Bulking,52,83,20,17,9,107,101,291
Potato,Loamy,Tuber Bulking,52,82,26,14,9,65,151,303
Potato,Loamy,Tuber Bulking,51,85,23,16,9,54,166,201
Potato,Loamy,Tuber Bulking,48,90,22,12,8,69,166,155
Potato,Loamy,Tuber Bulking,54,82,19,16,8,124,103,238
Potato,Loamy,Tuber Bulking,53,90,26,18,8,50,170,225
Potato,Loamy,Tuber Bulking,46,90,27,12,9,55,98,204
Potato,Loamy,Tuber Bulking,47,87,20,14,8,107,147,154
Potato,Loamy,Tuber Bulking,46,84,21,12,10,82,151,192
Potato,Loamy,Tuber Bulking,46,88,24,14,8,112,170,143
Potato,Loamy,Tuber Bulking,53,88,26,18,7,99,135,230
Potato,Loamy,Tuber Bulking,55,85,21,13,9,91,123,273
Potato,Loamy,Tuber Bulking,45,85,24,16,10,110,131,214
Potato,Loamy,Tuber Bulking,45,84,25,15,8,58,113,154
Potato,Loamy,Tuber Bulking,50,90,21,13,10,94,154,174
Potato,Loamy,Tuber Bulking,53,86,26,13,10,74,144,202
Potato,Loamy,Tuber Bulking,47,87,19,14,8,63,153,275
Potato,Loamy,Tuber Bulking,45,81,25,16,10,114,110,180
Potato,Loamy,Tuber Bulking,45,90,23,15,10,53,163,177
Potato,Loamy,Tuber Bulking,50,81,25,17,10,54,96,216
Potato,Loamy,Tuber Bulking,50,81,19,10,8,102,95,139
Potato,Loamy,Tuber Bulking,48,84,26,14,10,121,125,250
Potato,Loamy,Tuber Bulking,46,83,18,17,9,52,117,305
Potato,Loamy,Tuber Bulking,51,87,24,16,8,86,163,276
Potato,Loamy,Tuber Bulking,54,80,27,14,9,101,95,154
Potato,Loamy,Tuber Bulking,53,83,27,14,10,74,128,118
Potato,Loamy,Tuber Bulking,51,89,22,13,10,83,153,179
Potato,Loamy,Maturation,23,70,23,14,10,62,144,240
Potato,Loamy,Maturation,21,69,24,15,10,113,168,176
Potato,Loamy,Maturation,20,66,26,12,10,103,159,135
Potato,Loamy,Maturation,20,61,27,13,10,87,154,295
Potato,Loamy,Maturation,20,65,23,15,10,89,107,197
Potato,Loamy,Maturation,22,61,27,18,9,108,126,222
Potato,Loamy,Maturation,24,70,26,12,9,88,113,264
Potato,Loamy,Maturation,25,63,18,15,8,39,141,234
Potato,Loamy,Maturation,25,65,20,13,8,58,110,206
Potato,Loamy,Maturation,21,62,22,16,9,106,96,135
Potato,Loamy,Maturation,22,61,21,14,9,91,120,187
Potato,Loamy,Maturation,20,71,21,14,8,95,107,134
Potato,Loamy,Maturation,21,61,26,17,8,55,115,147
Potato,Loamy,Maturation,23,62,23,12,10,86,96,300
Potato,Loamy,Maturation,24,69,26,19,9,103,185,152
Potato,Loamy,Maturation,20,67,27,14,10,96,97,244
Potato,Loamy,Maturation,25,61,18,13,10,86,138,163
Potato,Loamy,Maturation,24,60,27,12,10,72,116,188
Potato,Loamy,Maturation,22,62,23,13,9,69,127,202
Potato,Loamy,Maturation,25,65,23,15,10,107,107,261
Potato,Loamy,Maturation,20,65,27,15,8,94,99,129
Potato,Loamy,Maturation,20,65,26,14,9,109,111,246
Potato,Loamy,Maturation,21,64,25,14,10,127,104,202
Potato,Loamy,Maturation,24,64,19,12,10,122,102,266
Potato,Loamy,Maturation,24,60,26,17,8,92,167,236
Potato,Loamy,Maturation,26,63,27,17,8,103,150,120
Potato,Loamy,Maturation,20,67,18,14,10,92,145,162
Potato,Loamy,Maturation,22,63,28,16,8,111,106,292
Potato,Loamy,Maturation,23,69,22,14,10,64,130,227
Potato,Loamy,Maturation,21,70,20,15,9,66,170,273
Potato,Loamy,Maturation,23,70,26,17,10,91,154,302
Potato,Loamy,Maturation,21,64,20,15,10,63,106,299
Potato,Loamy,Maturation,26,69,21,13,8,67,98,249
Potato,Loamy,Maturation,20,63,27,16,8,53,141,128
Potato,Loamy,Maturation,20,67,26,13,10,59,169,202
Potato,Loamy,Maturation,25,63,27,13,10,106,140,246
Potato,Loamy,Maturation,23,61,21,14,8,93,139,142
Potato,Loamy,Maturation,24,70,23,13,9,119,148,299
Potato,Loamy,Maturation,23,70,20,18,8,108,167,240
Potato,Loamy,Maturation,24,68,19,15,8,103,169,144
Potato,Loamy,Maturation,23,69,26,17,9,56,110,192
Potato,Loamy,Maturation,25,66,21,16,9,89,157,265
Potato,Loamy,Maturation,22,68,21,16,9,88,139,243
Potato,Loamy,Maturation,25,65,22,17,8,114,158,267
Potato,Loamy,Maturation,20,63,23,14,10,105,112,186
Potato,Loamy,Maturation,23,67,26,14,8,54,104,125
Potato,Loamy,Maturation,24,62,27,12,8,120,141,275
Potato,Loamy,Maturation,20,60,24,18,9,71,95,244
Potato,Loamy,Maturation,23,63,23,18,10,71,153,215
Potato,Loamy,Maturation,22,69,26,15,9,53,112,257
Potato,Loamy,Maturation,21,62,26,17,10,89,129,289
Potato,Loamy,Maturation,22,65,19,16,10,61,144,148
Potato,Loamy,Maturation,22,69,24,19,8,54,100,179
Potato,Loamy,Maturation,21,62,23,13,10,119,109,278
Potato,Loamy,Maturation,23,67,23,12,8,51,167,279
Potato,Loamy,Maturation,24,64,19,12,10,125,127,129
Potato,Loamy,Maturation,25,65,26,15,8,75,109,293
Potato,Loamy,Maturation,25,63,21,13,10,58,155,193
Potato,Loamy,Maturation,20,61,25,12,9,88,147,167
Potato,Loamy,Maturation,24,66,25,17,10,113,111,136
Potato,Loamy,Maturation,24,63,18,13,10,93,127,142
Potato,Loamy,Maturation,21,64,26,17,9,88,164,200
Potato,Loamy,Maturation,22,66,25,16,8,63,128,163
Potato,Loamy,Maturation,23,59,28,15,9,67,100,299
Potato,Loamy,Maturation,25,60,22,13,10,76,121,197
Potato,Loamy,Maturation,22,65,23,17,9,105,139,123
Potato,Loamy,Maturation,22,61,19,18,10,38,160,177
Potato,Loamy,Maturation,24,67,22,13,10,107,139,291
Potato,Loamy,Maturation,21,68,24,13,10,86,124,289
Potato,Loamy,Maturation,20,61,27,14,9,82,141,248
Potato,Loamy,Maturation,23,63,26,18,10,50,158,177
Potato,Loamy,Maturation,20,65,21,12,10,105,125,222
Potato,Loamy,Maturation,24,64,22,15,10,62,164,271
Potato,Loamy,Maturation,23,60,24,16,8,71,144,138
Potato,Loamy,Maturation,25,66,18,14,10,80,159,301
Potato,Loamy,Maturation,24,62,18,18,10,62,99,122
Potato,Loamy,Maturation,23,62,23,18,10,118,145,177
Potato,Loamy,Maturation,21,68,19,16,8,50,159,226
Potato,Loamy,Maturation,20,60,18,18,8,118,140,141
Potato,Loamy,Maturation,24,63,24,15,10,118,146,170
Potato,Loamy,Maturation,24,64,27,18,8,95,105,262
Potato,Loamy,Maturation,24,70,26,17,8,52,138,226
Potato,Loamy,Maturation,21,62,23,16,10,125,135,202
Potato,Loamy,Maturation,22,62,21,13,8,51,106,150
Potato,Loamy,Maturation,25,68,24,16,10,110,156,176
Potato,Loamy,Maturation,24,60,27,13,10,99,164,153
Potato,Loamy,Maturation,23,70,19,15,8,110,103,240
Potato,Loamy,Maturation,24,63,20,13,8,102,133,224
Potato,Loamy,Maturation,23,65,24,14,8,107,141,156
Potato,Loamy,Maturation,21,60,25,17,10,62,127,232
Potato,Loamy,Maturation,20,70,23,14,10,82,158,301
Potato,Loamy,Maturation,22,68,25,14,9,83,95,284
Potato,Loamy,Maturation,22,62,22,12,10,98,154,237
Potato,Loamy,Maturation,21,67,19,18,10,65,138,183
Potato,Loamy,Maturation,24,65,26,18,10,76,146,303
Potato,Loamy,Maturation,23,65,22,13,10,118,145,327
Potato,Loamy,Maturation,25,67,19,15,8,59,139,174
Potato,Loamy,Maturation,25,67,22,17,8,109,168,132
Potato,Loamy,Maturation,20,62,24,14,9,113,151,276
Potato,Loamy,Maturation,22,62,22,13,10,77,128,165
Potato,Loamy,Maturation,25,63,26,18,10,116,138,193
Potato,Loamy,Maturation,24,64,26,16,9,98,145,222
Potato,Loamy,Maturation,21,62,18,14,8,110,100,281
Potato,Loamy,Maturation,24,61,27,13,9,67,103,201
Potato,Loamy,Maturation,25,61,25,18,10,114,98,304
Potato,Loamy,Maturation,22,69,26,17,10,88,170,220
